game,comment
Mario Kart Wii,nostalgia
Mario Kart Wii,MKWii requires more skill than MK8 & is therefore more fun.
Mario Kart Wii,Mario Kart Wii is the best game i ever played in my life. I love mario kart 8 deluxe but it just doesnt give off the same vibe as mario kart wii. My childhood revolved around this very game. Thousands of hours were poured in just to unlock everything and have a fun time. I wonder if i will ever have the same experience again…
Mario Kart Wii,I'm saddened by the fact that I never played this game on the wii. We had the ds version and that's what we stuck with back in the day. I just bought mk8 deluxe a week ago and I have once again discovered how much I love this game.
Mario Kart Wii,Actually Mario Kart DS was the first game in the series to have online multiplayer
Mario Kart Wii,"wii luigi and wii mario circuit are probably the worst circuit tracks in the franchise 
the cpu's are staff ghost are just not hard enough
battle mode could be better
wii wheel is actually uncontrollable
the pow block and thundercloud are a bit weird
you love toad's' factory but you smash into the wall near the lake every time
and why peach standard bike, it's so bad
bikes can be inside and outside drift, but the game doesn't tell you which from the menus
ssmt exist, which break acceleration
everyone online uses funky flame

I still like the game though"
Mario Kart Wii,That was amazing.
Mario Kart Wii,"Worldwide, reeeegional"
Mario Kart Wii,Damm this video is hilarious considering it’s 14 years ago 😂
Mario Kart Wii,"Lines from this review pop into my head all the time and make me smile, and my friends and I still throw out quotes from it every once in a while when we get together all these years later. Thank you so much for all of the laughs"
Mario Kart Wii,1:18 that's me when I prefer playing with a nunshuck or gamecube controller lol
Mario Kart Wii,This is awesome 😂😂
Mario Kart Wii,goated vid
Mario Kart Wii,"This is one of my favorite reviews of this game, mostly because -it's a hilarious parody of the ""angry game review"" genre, poor research, nitpicks, and all, and of course reading all the people who took the bait is the cherry on top of this sundae- absolutely, positively 100% factually correct."
Mario Kart Wii,sadly they did indeed get lazy with the smash bros names
Mario Kart Wii,criminy
Mario Kart Wii,"IGSRJ is so unhinged all throughout this damn video. I love the enthusiasm, and especially the part with Sam. Get owned, Sam."
Mario Kart Wii,0:33 didn't age well with the 3DS/Wii U Smash Bros game lol
Mario Kart Wii,"IGSRJ: gives hate to the game

Me: enjoyed the review and enjoyed the game. 🤣

Also me: I still don't use Funky Kong so I'm cool."
Mario Kart Wii,This video seriously one of my all time favorites on this site. I'll come back to this video once every few months to hear this text to speech voice get irate and it never fails to amuse me a decade later.
Mario Kart Wii,WHAT IS THIS VIDEO WHY I HAVEN'T SEEN IT BEFORE OMG
Mario Kart Wii,masterpiece.
Mario Kart Wii,"0:09 No, it was released on the NES, not the N64."
Mario Kart Wii,0:31 don't tell him about smash 4...
Mario Kart Wii,"In Wario's Gold Mine, he keeps going straight up. In rainbow road automatic outside drifters are the worst combo"
Mario Kart Wii,I wonder if Sam ever actually found and watched this video...
Mario Kart Wii,Please whoever is “Sam”  say hey
Mario Kart Wii,Oh on the N64 lol
Mario Kart Wii,Released on the Nintendo 64 lol
Mario Kart Wii,But If you have a big family ! Your fucked.
Mario Kart Wii,First released on the Nintendo 64 lol
Mario Kart Wii,I was TyYoshi before
Mario Kart Wii,Hello again!
Mario Kart Wii,"nintendo switch jogos 
mario kart 2008"
Mario Kart Wii,still the best youtube video in existence
Mario Kart Wii,MASAEANELA IS HAVING AN AFFAIR WITH JOSH JEPSON BEHIND CHUGGACONROYS BACK. THIS IS A VIDEO THAT I DEMAND IGSRJ (AKA THE ARCHFIEND) TO DO A VIDEO ABOUT!!!!
Mario Kart Wii,"12 years ago... 
Damn time really flew"
Mario Kart Wii,Still love watching these videos in 2020. Just wish he made more.
Mario Kart Wii,SUPER Mario Kart WHICH WAS RELEASED ON THE Nintendo 64
Mario Kart Wii,Will Sam ever discover this channel?
Mario Kart Wii,Time to make you my bitch.
Mario Kart Wii,Cringe
Mario Kart Wii,"Ahhhh, back when everyone didn't just play as Funky Kong. Good times.
And such a hilarious review!"
Mario Kart Wii,i still fucking love this video 😂😂😂
Mario Kart Wii,This was ahead of its time.
Mario Kart Wii,OMG! Looking at the box makes me feel SOOO nostalgic! Anyone else?
Mario Kart Wii,Play with with a Gamecube Controller and the experience is a little like Double Dash.
Mario Kart Wii,Mario Kart 8 > Mario Kart Wii
Mario Kart Wii,An old memorie  we meet again😊
Mario Kart Wii,Is this video ironic?
Mario Kart Wii,"IGSRJ The first Mario Kart game was on the SNES, not N64, cause if it is, it would be called Mario Kart 64, and there is already one."
Mario Kart Wii,"The old days in mkwii, i wish i could have played it before nintendo wfc shutdown"
Mario Kart Wii,Who’s watching this in 2019?
Mario Kart Wii,Clown.
Mario Kart Wii,Anyone still watching the funniest mario kart video in 2019?
Mario Kart Wii,Still one of my favorite youtubers. I would die happily if he made a comeback.
Mario Kart Wii,6:35 pure 2008
Mario Kart Wii,I have Wiimmfi which is a replacement for Nintendo WFC
Mario Kart Wii,This is actually funny lol although it's my favorite game
Mario Kart Wii,Ten years later and I still have no idea what IGSRJ stands for
Mario Kart Wii,"0:09 WRONG






You mean SNES, not N64"
Mario Kart Wii,Is this a troll?
Mario Kart Wii,"*Top ten places to find idiots on the internet*

#1: this comment section"
Mario Kart Wii,0:32 I'm sorry but uhh cough cough super smash brothers for 3ds and wii u cough cough
Mario Kart Wii,super smash bros ultamite
Mario Kart Wii,The first Mario kart game was NOT for the n64
Mario Kart Wii,Ok I get this is a joke and it's bloody hilarious but 90% of my life was spent playin this so chill.
Mario Kart Wii,"that Kurtcobain mii should’ve had a lime green shirt, not yellow, cause in the ‘smells like teen spirit’ music video, he’s clearly wearing a lime green shirt, not yellow, they even give that color option in the mii plaza, but this fucker decides to make him yellow... fucking pathetic... says it in the voice he uses 😂"
Mario Kart Wii,LOSE POINTS FOR DISCONNECTION YOU'RE RIGHT ABOUT IT IT'S NOT FAIR IT'S NOT YOUR FAULT
Mario Kart Wii,Like this asshole named SAM
Mario Kart Wii,Pretend I'm online. OMG SAM!
Mario Kart Wii,IGSRJ Are you good man?
Mario Kart Wii,the funny thing is everything he says is right
Mario Kart Wii,"6:40, wiiviewr is seen racing. Pay close attention to the Mii called Eric."
Mario Kart Wii,I can’t believe this was 10 years ago
Mario Kart Wii,Great to see another automatic lover
Mario Kart Wii,''The First Mario Kart Released on the Nintendo 64.....k
Mario Kart Wii,This review is hilarious!
Mario Kart Wii,wtf I have never seen this vid and I play mkw since 2009 lol
Mario Kart Wii,Mlgg gamer 77 your right it is
Mario Kart Wii,His voice is Dave from goanimate
Mario Kart Wii,Most of what you complain is your own fault why because you probably don't know how to play that game so yeah
Mario Kart Wii,That's the Dave voice from GoAnimate.
Mario Kart Wii,"Ah, back when everybody's VR was 5000..."
Mario Kart Wii,well can you give it to me I need one
Mario Kart Wii,"Years later, and this review still brings a smile to my face."
Mario Kart Wii,And now super smash bros Wii U and 3ds
Mario Kart Wii,"Well, I have SSB for the 3DS and for some reason it's called Super Smash Bros for the 3DS. Lame."
Mario Kart Wii,when did the mario kart ds come out?
Mario Kart Wii,is mario kart still online?
Mario Kart Wii,Despite that you didn't like the game I liked your vid.
Mario Kart Wii,Hey IGSRJ go fuck yourself (if this is a prank or troll then sorry...)
Mario Kart Wii,Super Mario Kart was for SNES not N64.
Mario Kart Wii,This is a perfect example of how someone gets triggered while playing Mario Kart (I know that this is a troll because this game is very popular)
Mario Kart Wii,Almost 9 years later this guy is a legend
Mario Kart Wii,this made me laugh so hard
Mario Kart Wii,well funny IGSRJ
Mario Kart Wii,"No Offence IGSRJ, But The first super mario game wasn't made for N64 I, Myself Also doesn't know BUT Listen to this word.







-> Mario Kart 64 <- 




Do you see the word 64 in the word?"
Mario Kart Wii,I very much enjoyed this. This video made me laugh in 2016. My buddies and I still play this game because the balancing issues in this game are ridiculous.
Mario Kart Wii,so many curse words i remember watching this when i was a kid and didn't understand them
Mario Kart Wii,Time to watch some old youtubers :)
Mario Kart Wii,I wonder if the guy who played Sam watched this video...
Mario Kart Wii,Geez calm down...this is a good game for me
Mario Kart Wii,Im watching this shit in 2016
Mario Kart Wii,"Rainbow Road is actually my favourite track because once you become good at it, you feel good about it. I, obviously, have become good at it."
Mario Kart Wii,The only reason it has over 500 dislikes is because some nintendo fanboys are punching the screen
Wii Sports Resort,my favorite game ever
Wii Sports Resort,"13 years later we know, that this is one of the greatest Wii games ever made."
Wii Sports Resort,"The fact that Wii was so advance in its time 
It's crazy to imagine"
Wii Sports Resort,Why does t the switch game have nearly this much content. SAD.
Wii Sports Resort,"""Apply English to the ball."" XD"
Wii Sports Resort,-“#”#
Wii Sports Resort,Oh lord the nostalgia
Wii Sports Resort,ButtPaste300
Wii Sports Resort,Lol wii sports resort was packaged with my wii
Wii Sports Resort,IGN is satan
Wii Sports Resort,this is the greatest nostalgic game ever.
Wii Sports Resort,Looking back this game is seriously underrated...
Wii Sports Resort,2021 anyone?
Wii Sports Resort,You CANNOT call this a 'tech demo'.
Wii Sports Resort,"Swordplay- Insanely intuitive and challenging!
Wakeboarding- Satisfying seeing your points rack up!
Frisbee- Incredible precision possible, and nice to try and get a high score!
Archery- Incredible precision with the Wii Motion Plus, and the hidden fruits are super cool!
Basketball- Incredibly addictive and super fun with friends!
Table Tennis- Awesome controls and depth. So much replay value!
Golf- The insane amount of complexity and strategy possible!
Bowling- Many different modes with each having a different feel! So much fun with friends, and trying to get a better score!
Power Cruising- High speed fun with cool stages and visuals!
Canoeing- Intense, and addictive! Awesome VS mode!
Cycling- Nail-biting, and a lot of variety in the course layout!
Air Sports- Island Flyover is super relaxing and fun! So awesome to explore Wuhu Island!

I love this game to death. 10/10 for sure! It deserves a better score. Here's to Wii Sports Resort!"
Wii Sports Resort,Who’s watching this 2020? Btw I remember playing this as a kid....Time flies so fast...
Wii Sports Resort,A lot of nostalgia from this game. Especially the music
Wii Sports Resort,Buying a Wii again this week just to play this game with my wife. I loved the original Wii Sports back in the day but never played this.
Wii Sports Resort,"11/10 ""it has a little something for everyone"""
Wii Sports Resort,I LOVE CYCLEING HEY I LOVE
Wii Sports Resort,Great review ⚾🏀⚽
Wii Sports Resort,Remember when ign reviews weren't so inflated?
Wii Sports Resort,Great video game 😊
Wii Sports Resort,7.7 but is still played actively 10 years later
Wii Sports Resort,"Anybody watching this at home, because of corona?"
Wii Sports Resort,Sports resort 2 for Nintendo switch
Wii Sports Resort,One of my favorite games of all time.
Wii Sports Resort,"Cycling is dull, boring. Yeh feck off. 😒😒 it’s one of mine and my families faves and I grew up with this game"
Wii Sports Resort,4:05 tandem cycling was always fun back in the days.
Wii Sports Resort,I love Wii Sports Resort!
Wii Sports Resort,Wii Sports Resort is my all time favorite video game.
Wii Sports Resort,2019 bois
Wii Sports Resort,*If you don’t think of this game as an absolute 10 then you’re not my friend*
Wii Sports Resort,Can we just get Resort in HD... Come on Nintendo...
Wii Sports Resort,"720p in a 2009 video

Wait. That's illegal."
Wii Sports Resort,Easily a 10
Wii Sports Resort,Nobody does a review on wii sport is jussi legebdery stop taking too seriously mahn
Wii Sports Resort,Why am I watching this 10 years after it was posted
Wii Sports Resort,"""Please note that none of these minigames will work without a wiimotion plus controller""
Dolphin emulator: are you sure about that?"
Wii Sports Resort,Shoulda had Boxing.
Wii Sports Resort,Alright how the actual hell does this only have a 7.7
Wii Sports Resort,2019 anyone
Wii Sports Resort,Why am I here
Wii Sports Resort,"I'll admit, Cycling got my heart racing from the anxiety and adrenaline I got when I wanted to win and realized I wasn't gonna win"
Wii Sports Resort,0:01 At first I thought it was the Smash Ultimate theme
Wii Sports Resort,i got SO mad when i lost that damn disc
Wii Sports Resort,Wow 10 years ago
Wii Sports Resort,2013 anyone?
Wii Sports Resort,"Please don't say ""frolf.""  That's something you type, not actually say.  Just like ""shmup""."
Wii Sports Resort,My child hood
Wii Sports Resort,Who's here before wii sports resort 2?
Wii Sports Resort,2019?
Wii Sports Resort,*10/10 Game*
Wii Sports Resort,"Ok, they say cycling is the worst. They clearly haven't seen how exciting and nerve-racking it can get."
Wii Sports Resort,i play this in 2019 XD
Wii Sports Resort,2019?
Wii Sports Resort,What’s the difference between this and GoVacation
Wii Sports Resort,"1.4 million views, 2k likes :/"
Wii Sports Resort,I love this game so much. It deserves an 11.
Wii Sports Resort,"Wow, gaming was almost dead !"
Wii Sports Resort,Who's here in 2018?
Wii Sports Resort,"Waz this like a True Wii Sports game, or waz it a side game?"
Wii Sports Resort,One of my favourites old games
Wii Sports Resort,help im only 30 seconds in and the nostalgia is killing mE
Wii Sports Resort,don't you think the Wii is a bit dinosaur age compared to the console these days
Wii Sports Resort,who's here in 2009?
Wii Sports Resort,I personally rather enjoy cycling :/
Wii Sports Resort,How to get this game
Wii Sports Resort,7 years? :(
Wii Sports Resort,I got an ign advert on an ign video lol
Wii Sports Resort,"If only it had online multiplayer, with families being able to play against each other from around the world."
Wii Sports Resort,eh..I bought the game yesterday and it isn't too entertaining...whatever...
Wii Sports Resort,anyone 2021?
Wii Sports Resort,7.7???? IS THAT IT!!!!!!!!!!!!!!!! SERIOUSLY IGN???? What is is with your old scoring system??
Wii Sports Resort,"""We look forward to seeing how other games use the Wii MotionPlus""
... then Skyward Sword happens...
(well, there was Wii Play Motion which was good, but other than that it was just Skyward Sword and that was awful)"
Wii Sports Resort,"I have this games in my wii,i can play tennis very well my record is 247"
Wii Sports Resort,"I have this games in my wii,i can play tennis very well my record is 247"
Wii Sports Resort,"You know, in my opinion, this game deserves a 10."
Wii Sports Resort,who remembers the zombie game
Wii Sports Resort,this deserved a higher rating
Wii Sports Resort,Only 7.7?
Wii Sports Resort,I seriously think this is one of the best games of all time
Wii Sports Resort,Definitely a true Wii classic game.. swordplay is actually pretty awesome :D
Wii Sports Resort,Nice
Wii Sports Resort,Cycling is actually my favourite game- that and table tennis
Wii Sports Resort,was this dude playing a video game or taking a math test?
Wii Sports Resort,WTF? Cycling in this game is awsome!
Wii Sports Resort,Wii sport resort There's sports that don't feel like sports
Wii Sports Resort,this looks like so much fun 
Wii Sports Resort,The only people who dislike the wii are people who are too lazy to pick up the remote and move about
Wii Sports Resort,"Being a madman on swordplay got me to pro level on level 1,286."
Wii Sports Resort,2014.03.05 WED 
Wii Sports Resort,2014th 3rae 5day High POP
Wii Sports Resort,용기를내서 지구를지킨다
Wii Sports Resort,2014년 3월 5일 닌텐도wii발매
Wii Sports Resort,i wish i had money to buy a wii
Wii Sports Resort,"CREO QUE EL WII ES SUFICIENTE , EL WII U ES POR LA PANTALLA EN EL MANDO NADA MAS , ESTA DEMAS ,"
Wii Sports Resort,I just buyed it and i didn't played it yet please be good:D
Wii Sports Resort,i thought it was a running or jogging program on here.
Wii Sports Resort,Mne  ваще пох я русская
Wii Sports Resort,"You claim that it's a $50 game with a free add on, but what makes you think it's not a $30 game with a $20 add on."
Wii Sports Resort,Goat!!!!!!
Wii Sports Resort,3:31 YOU DIED
Wii Sports Resort,"""Thanks Nintendo! That's 3 minutes tutorial video I'm NEVER getting back!""
Best joke of the whole video"
Wii Sports Resort,"Wow this was my childhood, this channel. Watched this when I was like 11 and I’m 17 now 😭"
Wii Sports Resort,wiiviewr can you subscribe to me
Wii Sports Resort,I just wanna say we all have our own opinions but I like how you shared your opinion we all can't have what we want I love cycling!!!
Wii Sports Resort,Canoeing the worst gamemode? I hate you
Wii Sports Resort,I like This Wii Sports Better than The First One Cause It’s has More Sports and It’s at a Resort
Wii Sports Resort,"or you can get a toad Wii remote 








WITH WII MOTION PLUS INSIDE"
Wii Sports Resort,I have a knock off wii motion and it’s so horrible.........
Wii Sports Resort,I personally loved sword fighting
Wii Sports Resort,I could kill god if it mant getting a switch remastered wii sports
Wii Sports Resort,My favorite Wii game. I wish Nintendo would release something like this for the Switch.
Wii Sports Resort,Damn the nostalgia at the intro
Wii Sports Resort,First one is better.
Wii Sports Resort,3:29 nice edit of your cyclist falling in the ocean
Wii Sports Resort,lol this game is old
Wii Sports Resort,bruh i miss having a wii :(
Wii Sports Resort,"This is one game I will never part with, and I love the archery game to bits."
Wii Sports Resort,I disagree with the basketball.
Wii Sports Resort,I miss thesse games
Wii Sports Resort,I got this game for $15
Wii Sports Resort,Nostalgia
Wii Sports Resort,I remember how much time I spent on the sightseeing to the point I went everywhere even that god dammed volcano
Wii Sports Resort,This was my childhood😧
Wii Sports Resort,Back when i didnt have to worry about anything
Wii Sports Resort,wii sports resort 2??
Wii Sports Resort,im the best at archery in real life
Wii Sports Resort,Coneing stinks 👎🏽👎🏽👎🏽👎🏽👎🏽
Wii Sports Resort,i love this game this is the 1 place i would pay 1 billion $ to live at
Wii Sports Resort,haha if this was he would male no sense u can buy the black wii but they did not have it then i love this game i just wish they made wii sports again im 15 and when the game came out i was 7 i was playing most of my life
Wii Sports Resort,"You can on your Wii if you go into Wii settings, screen and you can change graphics in tv type from 50hz (576i) or 60hz (480i) 60hz is terrible graphics and 50hz is hd graphics. Also you can change screen from widescreen (16:9) to standard (4:3) which 16:9 is wise the wide screen and 4:3 is when everything is wide. If you know about that, it's alright."
Wii Sports Resort,"I actually got this with my other Wii at my dad's house. I got it with the baseball bat, tennis bat, wheel (the weird none Mario Kart Wii one), the golf 
club, motion plus device. So yeah, I love this game! But the one thing, and yes I actually HATE ONE THING ABOUT IT and that is the annoying Wii motion plus at the beginning that you have to watch if you haven't played in a while! You can't skip it! It's all like oh we know you know how this works, but in case if you don't understand because we totally think your dumb. It can't even be skipped! I'm all like ok I know how to use the motion plus thing, so shut up!"
Wii Sports Resort,I played island flyer for hours when I was younger
Wii Sports Resort,"i would skydive

with out the jacket"
Wii Sports Resort,"handebol,badminton surfe sandboard"
Wii Sports Resort,Man this brings back to much nostalgia
Wii Sports Resort,Ahh childhood
Wii Sports Resort,There was Going to Be a Plane game in Wii Sports
Wii Sports Resort,"this game is lit, ur just shit at it hahahahahah soz"
Wii Sports Resort,Mii*
Wii Sports Resort,Every min on that basketball court was white. Now THAT is very uncommon
Wii Sports Resort,I enjoyed this game a lot when I was younger :)
Wii Sports Resort,this was an amazing game it was my childhood.
Wii Sports Resort,You dont need the wii motion thing i dont use it and im fine
Wii Sports Resort,"Table tennis is easily my favourite mode in this game. You could pull off a lot of cool shots and you really need to us tactics in the higher levels. Free flying was awesome aswell. Loved flying through every narrow passage there was.
What really annoys me and surprises me, is the disc golf mode. I didn't know about that one until now. I really want to play it."
Wii Sports Resort,"This is the best game ever.
Im going to rewiew this and many other games on my channel so check me out if you want to :D"
Wii Sports Resort,I haven't played this yet -- about to get it.. The airplane one reminds me of Pilot Wings. Still sad that they never released an updated PW for wii ... Here's to hoping they do so on Wii U -- It would give me yet another reason to buy the console.
Wii Sports Resort,Wait you have to plug something into the Wii note to get motion plus I thought it was built in and that's why remotes say motion plus inside
Wii Sports Resort,I remember playing these games at a library event in the kids section years ago. I'm surprised I remembered it.
Wii Sports Resort,I like your voice. It's unique.
Wii Sports Resort,You are awesome
Wii Sports Resort,"The 100 pin strike is pretty easy. My greatest achievement on this game is finding all 80 spots on the island flyover. If you find them all, you get your own cottage. "
Wii Sports Resort,Donde uno lo quonsuge ??
Wii Sports Resort,"I don't blame you on archery! That game was fantastic! I loved bowling just as much too. Seriously whenever me and my brothers/relative came over for a weekend or something, they brought their Wii and we just played a TON of bowling, archery, or frisbee."
Wii Sports Resort,"2:20 The only thing I didn't like about Archery is that I had to use the wii remote on my left hand and the nunchuk on the other. I didn't have trouble, I just wasn't use to my left hand holding a Wii remote. "
Wii Sports Resort,"You said how Dogfight and Island Flyover use the map...

It's Wuhu and Wedge Island. All of the sports are located there except Classic Golf."
Wii Sports Resort,canoeing is hard 
Wii Sports Resort,Nice strike the closest I got to 100 was 99 and the last pin was tilting like the Eiffel Tower and the game didn't count it
Wii Sports Resort,2 thumbs up for 100 pin strike! I luv u! I have seen ALL your videos
Wii Sports Resort,B t w I have 2 black wii motes. 1wii  mote. 2 wii mote plus
Wii Sports Resort, On utube go to tricks on wii sports resort one of them is on bowling d-pad up is blue left is red down is green and right is golden. B t w 
Wii Sports Resort,As u called that your greatest accomplishment I assume u have not worked out the secret strike (which is also in the training mode of wii sports)
Wii Sports Resort,What a great review.  Thanks!
Wii Sports Resort,And you don't actually use the Nunchuk for Canoeing.
Wii Sports Resort,"Actually, I got my Wii Sports Resort for $16 or so along with two Wii MotionPlusses around $8 each at GameStop. $50, you say? I think not."
Wii Sports Resort,"It's not really the crazy hands to make you win, it's about hitting the player because hitting the stick is what makes you lose your balance and get close to losing, just in case you didn't know."
Wii Sports Resort,I agree with Basketball. I liked just about every game..except basketball and canoeing. Ugghhhh....
Wii Sports Resort,Bee farm?
Wii Sports Resort,That was the only true bad thing about the game to me.
Wii Sports Resort, I don't think you need too. 
Wii Sports Resort,Cool
Wii Sports Resort,cool game 
Wii Sports Resort,"moha
"
Wii Sports Resort,"shit up
"
Wii Sports Resort,Does anyone else think wakeboarding would be cool if you could use the nunchuck to steer and the wii remote to do tricks? Or to use the balance board and have the tricks done automatically? 
Wii Sports Resort,"Thumbs up if you don't own this game!!
"
Wii Sports Resort,They put this in Mario Kart 7 as a track
Wii Sports Resort,"If you play enough 1 on 1 swordplay, it does get to a point where randomly flailing doesn't work"
Wii Sports Resort,he complain alot
Wii Sports Resort,"Yeah right, because learning stuff for the real world is so overrated.
Why go to school at all?  Morons unite!"
Wii Sports Resort,wii party comeing soon
Wii Sports Resort,sky diving is the first game you have to play
Wii Sports Resort,this game is good
Wii Sports Resort,I was actually thinking about this game and that concept today.
Wii Sports Resort,grats
Wii Sports Resort,"Wii Game 100 pin: STRIKE!!
Me: ""JAW DROPS TO FLOOR""  WOW!"
Wii Sports Resort,"I can get 300 in bowling on wii sports resort
"
Wii Sports Resort,4:04 ball falls in pool lol
Wii Sports Resort,I miss this game. It had so much fun playing it! I'm gonna rent it again!!
Wii Sports Resort,2:14 nice shot :)
Wii Sports Resort,"2 things i hate about having a 3 story house
1      i really hate going up and down the stairs all the time
2      if your internet connector is in the basement and you are on the top bedroom floor there is going to be REAL bad internet connection"
Wii Sports Resort,I love these reviews cause there TRUE
Wii Sports Resort,Love this game and I got it as a packin game
Wii Sports Resort,@superluigi9624 welp ; thats nintendo logic for ya
Wii Sports Resort,the paddleing game i played a couple times and i won and HEY 
Wii Sports Resort,Your review is spot on.
Wii Sports Resort,太次
Wii Sports Resort,1:28 really? winning spasms?
Wii Sports Resort,"I see why you hate canoeing, you're not doing it right, you need to use the paddle to turn"
Wii Sports Resort,"""Instead of swinging the remote wildly, you actually had to pay attention"" 
Nostalgia: that's not how it works"
Wii Sports Resort,i got every i point when i was 7 or 8 without looking up any of them
Wii Sports Resort,"I played wii sports resort all the time with my big brother,

I remember playing sword play a lot, And did anyone else make tall characters specifically because they were bad at basketball? (Idk if it even made a difference) I did enjoy the balloon vs game, And i never even knew island flyover existed :') if only i could've got to explore more.

Wuhu island is honestly a magical place, I would pretend that i lived there and played sports with all my mii friends! 

I don't have a wii anymore and i heard switch sports isn't very good, But atleast i can fondly look back on those times. And maybe save up for one!"
Wii Sports Resort,I just graduated High School last week and I was just thinking back on my memories of this game.  I used to play this with my siblings and cousins in my childhood. I was obsessed with this game in Kindergarten and I would pretend I was in the game at recess. One time I was too focused on pretending to be in the cycling game that I actually refused when another student asked me to play with them and they started crying. We all did things as kids we regret now. Now I just make fun of that moment every time I think of this game and I almost got emotional typing this comment🥲
Wii Sports Resort,"Ok my resort story
It was the first game I ever played and I loved it I played none stop and one thing I was insane at was table tennis I was the best at it infact I went on a streak and it's not gone my record has held for 5 years and is still going I started beating lucia 6-0 consistently
And everyone couldn't beat me 
My strat for basketball 
So against Tommy just do quick 3s it's super effective if you're accurate and you'll win all the time

Swordplay 
It was the first mode I played and it was special as you said showdown is so fun and I got all 20 levels and I was so excited 

Btw I got 2500 on 10 sports the only ones left are archery and wakeboarding 

Overall the greatest game of all time in my opinion the way it opened to the fun rewards you get for completing the champion and the incredible music the goat of games easily"
Wii Sports Resort,Golf is worse
Wii Sports Resort,"I never knew about the hidden targets until now, but it’s such a cool detail and fun to aim for."
Wii Sports Resort,I find it so weird that the CPU Miis turn around the other way to then grab a bowling ball.
Wii Sports Resort,19:56 one thing I think is pretty funny in cycling is when you see the odd pizza delivery bicycles taking part in the race
Wii Sports Resort,If they ever made a Nintendo switch version of this game at much like they did with the original Wii Sport that is an option ID like to see them include a free roam mode with no time limit for the water gliders and the flyover
Wii Sports Resort,Basketball's my favorite game on here.
Wii Sports Resort,the best game every made
Wii Sports Resort,"I still have it and I don’t care if nothing changes, but I always play it, it’s just too fun to not play"
Wii Sports Resort,the nostalgia 😍
Wii Sports Resort,The wii is the best console of all time hands down
Wii Sports Resort,This came out in 09??? Damn I feel old
Wii Sports Resort,Island flyover was my everything. Seriously my comfort game. I miss it so much. I’m considering buying the Wii again just to play this again. Brought me so much joy and comfort & was so therapeutic
Wii Sports Resort,My games on wii sports resort were 1. Table Tennis 2. Wakeboarding 3. Basketball (pick-up game) and 4. Power Cruising. I’m pro status in only Basketball
Wii Sports Resort,"My 3 Favorite Sports in Wii Sports Resort:
1: Table Tennis
2: Swordplay
3: Basketball"
Wii Sports Resort,i remember my mom buying me one at 7 or 8 years old i was so happy.. gosh miss these days..
Wii Sports Resort,23:23 I feel like it’s both lol- regardless I love going upside down or doing loops
Wii Sports Resort,This game was the GOAT. If they made another version where you could live on this island and do stuff i would play the heck out of that. Kinda like a tomogachi life version on wuhu island
Wii Sports Resort,"THIS MUST BE JUST LIKE LIVING IN PARADISE

AND I DON'T WANNA GO HOME"
Wii Sports Resort,"One of my absolute favorite games. I spent so many hours on island flyover, to this day I think it’s the most fun I’ve ever had controlling a video game. This game means everything to my childhood, thanks for making a video on it. Just hearing the music gets me emotional."
Wii Sports Resort,funfact: there is a game called friend connection in wii party where you can test your friendship or relationship with your second player and the cpus with the highest score are Matt and Lucia
Wii Sports Resort,I got my will in 2022
Wii Sports Resort,"I find myself coming back to this video. It’s so comforting revisiting this nostalgic game. It’s literally my whole childhood. I’d spend hours playing this game with my family 😁 good times, that I miss…"
Wii Sports Resort,I played this game as a child and I loved it
Wii Sports Resort,I told my Dad about the secret strike and he NO JOKE did it after like 15 tries. THREE TIMES.
Wii Sports Resort,It's just a time limit dude..
Wii Sports Resort,when I beat the 20th sword level it was one of the best feelings ever
Wii Sports Resort,Island flyover is an S tier game mode!
Wii Sports Resort,"maaan i always had a used sports resort game. it was scratched and i could never play past round 2 of table tennis. i always wanted to go further, nice video!"
Wii Sports Resort,i remember when i was little i wanted to live on this island
Wii Sports Resort,I want Wii sports resort 😅
Wii Sports Resort,Matt is literally mace windu
Wii Sports Resort,Archery is underrated
Wii Sports Resort,I’m surprised wrestling wasn’t added in this
Wii Sports Resort,"I got Lucia but never beat her as well, but can’t stop playing it due to just the gameplay."
Wii Sports Resort,When is Nintendo gonna make Wii Sports Winter Resort?
Wii Sports Resort,my childhood 🥹🥹
Wii Sports Resort,Me crying for the whole video
Wii Sports Resort,I still remember never being able to beat my older brother on anything in this game so frustrating but when I look back I really do miss throwing the remote at his had while raging then running for dear life. the good ol day🥺😭
Wii Sports Resort,i'm proud to say i still have my wii and my wii sports and wii sports resort
Wii Sports Resort,"I love Wii Sports Resort! My brother and I used to play this game all the time! Feels like nostalgia every time we play this game today. Swordplay, Basketball, and Ping Pong are my favorites! In our household, these are classics on top of wakeboarding, frisbee dog, archery, Golf, and Bowling. I also love cycling, skydiving, and dogfight/island flightover. I am not a big fan of canoeing and Power Crusing, but I could not imagine Wii Sports Resort without these sports. My brother and I have both beat Lucia in Ping Pong.

Night time and sunset are my two favorite in game times to play.

I'll admit, I wish Wuhu Island was real! I bet many people would visit a real life Wuhu Island."
Wii Sports Resort,I have played archery for year's. I never knew about the secret targets until I watched your Wii Sports Resort Iceberg Video. 😂
Wii Sports Resort,Signing that petition would be the best decision I have EVER made.
Wii Sports Resort,Trust me if nintendo never make a new game about wuhu island I will do it I'm a game dev and one day I will have my giant studio
Wii Sports Resort,"5:16 At this map, I always tried to push the other miis down the bridge😂"
